"Quadrat","Site","Year","PlantGenusSpecies","SampleRound","FloralAbundance","FloweringPlantAbundance","KeyQuad"
"N2","MM","2018","Vicia pulchella",1,50,4,"MM N2 2018 1"
"N2","MM","2021","Allium cernuum",1,2,1,"MM N2 2021 1"
"N2","MM","2021","Erigeron speciosus",2,4,2,"MM N2 2021 2"
"N2","MM","2021","Heterotheca pumila",2,15,3,"MM N2 2021 2"
"N2","MM","2021","Monardella odoratissima",2,9,1,"MM N2 2021 2"
"N2","MM","2021","Vicia pulchella",1,4,2,"MM N2 2021 1"
"N2","MM","2022","Vicia pulchella",1,3,2,"MM N2 2022 1"
"N2","PL","2012","Cerastium nutans",1,1,1,"PL N2 2012 1"
"N2","PL","2012","Hymenoxys hoopesii",1,59,59,"PL N2 2012 1"
"N2","PL","2017","Erysimum capitatum",1,5,0,"PL N2 2017 1"
"N2","PL","2018","Erysimum capitatum",1,5,1,"PL N2 2018 1"
"N2","PL","2018","Erysimum capitatum",2,5,2,"PL N2 2018 2"
"N2","PL","2018","Hymenoxys hoopesii",1,50,2,"PL N2 2018 1"
"N2","PL","2018","Laennecia schiedeana",2,50,4,"PL N2 2018 2"
"N2","PL","2021","Campanula rotundifolia",2,1,1,"PL N2 2021 2"
"N2","PL","2022","Cirsium parryi",1,7,3,"PL N2 2022 1"
"N2","RP","2021","Glandularia bipinnatifida",1,58,1,"RP N2 2021 1"
"N2","RP","2021","Glandularia bipinnatifida",2,10,1,"RP N2 2021 2"
"N2","RP","2021","Mirabilis oblongifolia",2,2,1,"RP N2 2021 2"
"N2","SC","2012","Cymopterus lemmonii",1,3,3,"SC N2 2012 1"
"N2","SC","2012","Erigeron subtrinervis",1,2,2,"SC N2 2012 1"
"N2","SC","2012","Potentilla hippiana",1,12,12,"SC N2 2012 1"
"N2","SC","2017","Cymopterus lemmonii",1,50,1,"SC N2 2017 1"
"N2","SC","2017","Cymopterus lemmonii",2,50,3,"SC N2 2017 2"
"N2","SC","2017","Oxytropis lambertii",1,5,2,"SC N2 2017 1"
"N2","SC","2017","Potentilla hippiana",2,5,1,"SC N2 2017 2"
"N2","SC","2017","Potentilla hippiana",3,5,6,"SC N2 2017 3"
"N2","SC","2018","Potentilla hippiana",1,50,6,"SC N2 2018 1"
"N2","SC","2021","Agoseris aurantiaca",2,2,2,"SC N2 2021 2"
"N2","SC","2021","Cymopterus lemmonii",1,3,1,"SC N2 2021 1"
"N2","SC","2021","Cymopterus lemmonii",2,3,3,"SC N2 2021 2"
"N2","SC","2021","Eremogone fendleri",2,5,1,"SC N2 2021 2"
"N2","SC","2021","Erigeron flagellaris",2,1,1,"SC N2 2021 2"
"N2","SC","2021","Penstemon strictus",1,4,3,"SC N2 2021 1"
"N2","SC","2021","Potentilla hippiana",1,2,3,"SC N2 2021 1"
"N2","SC","2021","Potentilla hippiana",2,36,12,"SC N2 2021 2"
"N2","SC","2022","Potentilla hippiana",1,2,6,"SC N2 2022 1"
"N2","SM","2017","Lupinus palmeri",1,50,1,"SM N2 2017 1"
"N2","SM","2018","Campanula rotundifolia",1,5,6,"SM N2 2018 1"
"N2","SM","2022","Cymopterus lemmonii",1,4,4,"SM N2 2022 1"
"N2","SM","2022","Erigeron flagellaris",1,1,1,"SM N2 2022 1"
"N2","SS","2017","Achillea millefolium",1,50,1,"SS N2 2017 1"
"N3","CH","2012","Arenaria lanuginosa",1,4,4,"CH N3 2012 1"
"N3","HM","2017","Campanula rotundifolia",3,5,1,"HM N3 2017 3"
"N3","HM","2017","Cymopterus lemmonii",3,50,1,"HM N3 2017 3"
"N3","HM","2017","Erigeron flagellaris",1,5,2,"HM N3 2017 1"
"N3","HM","2017","Erigeron flagellaris",2,5,2,"HM N3 2017 2"
"N3","HM","2017","Erigeron flagellaris",3,5,1,"HM N3 2017 3"
"N3","HM","2018","Campanula rotundifolia",1,5,4,"HM N3 2018 1"
"N3","HM","2018","Campanula rotundifolia",2,5,7,"HM N3 2018 2"
"N3","HM","2018","Erigeron tracyi",1,5,9,"HM N3 2018 1"
"N3","HM","2018","Erigeron tracyi",2,5,1,"HM N3 2018 2"
"N3","HM","2018","Vicia americana",2,5,1,"HM N3 2018 2"
"N3","HM","2021","Achillea millefolium",1,2,1,"HM N3 2021 1"
"N3","HM","2021","Taraxacum officinale",2,1,1,"HM N3 2021 2"
"N3","HM","2022","Erigeron spp.",1,2,1,"HM N3 2022 1"
"N3","HM","2022","Erigeron tracyi",1,60,60,"HM N3 2022 1"
"N3","HM","2022","Taraxacum officinale",1,1,1,"HM N3 2022 1"
"N3","JC","2012","Achillea millefolium",1,2,2,"JC N3 2012 1"
"N3","JC","2012","Campanula rotundifolia",1,22,22,"JC N3 2012 1"
"N3","JC","2012","Erigeron subtrinervis",1,1,1,"JC N3 2012 1"
"N3","JC","2012","Potentilla hippiana",1,1,1,"JC N3 2012 1"
"N3","JC","2017","Achillea millefolium",2,50,2,"JC N3 2017 2"
"N3","JC","2017","Erigeron flagellaris",2,5,1,"JC N3 2017 2"
"N3","JC","2017","Erigeron subtrinervis",2,5,2,"JC N3 2017 2"
"N3","JC","2017","Potentilla fruticosa",2,50,2,"JC N3 2017 2"
"N3","JC","2017","Potentilla fruticosa",3,5,6,"JC N3 2017 3"
"N3","JC","2018","Erigeron formosissimus",2,5,1,"JC N3 2018 2"
"N3","JC","2018","Potentilla hippiana",1,5,2,"JC N3 2018 1"
"N3","JC","2018","Potentilla hippiana",2,5,3,"JC N3 2018 2"
"N3","JC","2021","Allium geyeri",1,1,2,"JC N3 2021 1"
"N3","JC","2021","Erigeron subtrinervis",2,13,2,"JC N3 2021 2"
"N3","JC","2021","Potentilla hippiana",1,5,4,"JC N3 2021 1"
"N3","MM","2012","Castilleja miniata",1,4,4,"MM N3 2012 1"
"N3","MM","2012","Erigeron formosissimus",1,2,2,"MM N3 2012 1"
"N3","MM","2012","Hymenopappus newberryi",1,2,2,"MM N3 2012 1"
"N3","MM","2012","Penstemon pseudoparvus",1,13,13,"MM N3 2012 1"
"N3","MM","2017","Erigeron formosissimus",3,5,4,"MM N3 2017 3"
"N3","MM","2017","Linum lewisii",1,5,6,"MM N3 2017 1"
"N3","MM","2017","Vicia pulchella",2,50,2,"MM N3 2017 2"
"N3","MM","2017","Vicia pulchella",3,50,2,"MM N3 2017 3"
"N3","MM","2018","Agoseris glauca",1,5,1,"MM N3 2018 1"
"N3","MM","2018","Campanula rotundifolia",1,5,4,"MM N3 2018 1"
"N3","MM","2018","Commelina dianthifolia",1,5,1,"MM N3 2018 1"
"N3","MM","2018","Erigeron tracyi",1,5,9,"MM N3 2018 1"
"N3","MM","2018","Mirabilis oblongifolia",1,5,1,"MM N3 2018 1"
"N3","MM","2018","Potentilla hippiana",1,5,1,"MM N3 2018 1"
"N3","MM","2018","Vicia pulchella",1,50,7,"MM N3 2018 1"
"N3","MM","2021","Commelina dianthifolia",1,121,1,"MM N3 2021 1"
"N3","MM","2021","Erigeron flagellaris",2,3,1,"MM N3 2021 2"
"N3","MM","2021","Heterotheca pumila",2,23,1,"MM N3 2021 2"
"N3","MM","2021","Vicia pulchella",1,1,1,"MM N3 2021 1"
"N3","MM","2022","Vicia pulchella",1,13,6,"MM N3 2022 1"
"N3","PL","2012","Cymopterus lemmonii",1,2,2,"PL N3 2012 1"
"N3","PL","2012","Prunella vulgaris",1,1,1,"PL N3 2012 1"
"N3","PL","2018","Campanula rotundifolia",1,5,4,"PL N3 2018 1"
"N3","PL","2018","Campanula rotundifolia",2,5,2,"PL N3 2018 2"
"N3","PL","2018","Hypericum scouleri",1,5,5,"PL N3 2018 1"
"N3","PL","2021","Mertensia ciliata",2,8,1,"PL N3 2021 2"
"N3","PL","2022","Achillea millefolium",1,2,7,"PL N3 2022 1"
"N3","RP","2021","Glandularia bipinnatifida",2,39,3,"RP N3 2021 2"
"N3","RP","2022","Oxalis alpina",1,1,4,"RP N3 2022 1"
"N3","SC","2012","Erigeron subtrinervis",1,4,4,"SC N3 2012 1"
"N3","SC","2012","Potentilla hippiana",1,2,2,"SC N3 2012 1"
"N3","SC","2017","Achillea millefolium",3,50,1,"SC N3 2017 3"
"N3","SC","2017","Campanula rotundifolia",3,50,6,"SC N3 2017 3"
"N3","SC","2017","Cymopterus lemmonii",1,50,4,"SC N3 2017 1"
"N3","SC","2017","Cymopterus lemmonii",2,5,1,"SC N3 2017 2"
"N3","SC","2017","Penstemon pseudoparvus",1,50,4,"SC N3 2017 1"
"N3","SC","2017","Penstemon strictus",2,5,4,"SC N3 2017 2"
"N3","SC","2017","Potentilla hippiana",2,5,1,"SC N3 2017 2"
"N3","SC","2017","Potentilla hippiana",3,50,7,"SC N3 2017 3"
"N3","SC","2018","Campanula rotundifolia",1,5,1,"SC N3 2018 1"
"N3","SC","2018","Eremogone fendleri",1,5,2,"SC N3 2018 1"
"N3","SC","2018","Erigeron flagellaris",2,5,1,"SC N3 2018 2"
"N3","SC","2018","Potentilla hippiana",1,50,4,"SC N3 2018 1"
"N3","SC","2018","Potentilla hippiana",2,5,1,"SC N3 2018 2"
"N3","SC","2021","Cymopterus lemmonii",1,5,1,"SC N3 2021 1"
"N3","SC","2021","Erigeron flagellaris",1,4,4,"SC N3 2021 1"
"N3","SC","2021","Potentilla hippiana",2,1,1,"SC N3 2021 2"
"N3","SC","2021","Townsendia grandiflora",2,1,1,"SC N3 2021 2"
"N3","SC","2022","Cymopterus lemmonii",1,3,2,"SC N3 2022 1"
"N3","SC","2022","Erigeron tracyi",1,1,1,"SC N3 2022 1"
"N3","SC","2022","Potentilla hippiana",1,6,45,"SC N3 2022 1"
"N3","SM","2017","Erigeron flagellaris",1,50,21,"SM N3 2017 1"
"N3","SM","2017","Potentilla hippiana",1,5,1,"SM N3 2017 1"
"N3","SM","2018","Agastache pallidiflora neomexicana",1,5,3,"SM N3 2018 1"
"N3","SM","2018","Agastache pallidiflora neomexicana",2,50,4,"SM N3 2018 2"
"N3","SM","2018","Campanula rotundifolia",1,10,9,"SM N3 2018 1"
"N3","SM","2018","Campanula rotundifolia",2,10,3,"SM N3 2018 2"
"N3","SM","2018","Erigeron flagellaris",1,5,1,"SM N3 2018 1"
"N3","SM","2018","Erigeron tracyi",1,5,7,"SM N3 2018 1"
"N3","SM","2018","Hesperidanthus linearifolius",1,5,1,"SM N3 2018 1"
"N3","SM","2018","Potentilla hippiana",1,5,10,"SM N3 2018 1"
"N3","SM","2018","Tragopogon pratensis",2,5,1,"SM N3 2018 2"
"N3","SM","2018","Viguiera multiflora",1,50,2,"SM N3 2018 1"
"N3","SM","2018","Viguiera multiflora",2,50,9,"SM N3 2018 2"
"N3","SM","2021","Achillea millefolium",1,1,1,"SM N3 2021 1"
"N3","SM","2021","Campanula rotundifolia",2,1,1,"SM N3 2021 2"
"N3","SM","2021","Potentilla hippiana",1,55,16,"SM N3 2021 1"
"N3","SM","2022","Potentilla hippiana",1,17,50,"SM N3 2022 1"
"N3","SS","2017","Achillea millefolium",1,50,1,"SS N3 2017 1"
"N3","SS","2017","Erodium cicutarium",1,5,1,"SS N3 2017 1"
"N3","SS","2017","Hymenoxys hoopesii",1,50,6,"SS N3 2017 1"
"N3","UK","2017","Trifolium pinetorum",1,50,29,"UK N3 2017 1"
"N3","VC","2017","Campanula rotundifolia",1,5,2,"VC N3 2017 1"
"S1","CH","2012","Glandularia bipinnatifida",1,5,5,"CH S1 2012 1"
"S1","CH","2012","Linum neomexicanum",1,20,20,"CH S1 2012 1"
"S1","CH","2012","Vicia americana",1,3,3,"CH S1 2012 1"
"S1","HM","2017","Achillea millefolium",3,50,2,"HM S1 2017 3"
"S1","HM","2017","Arenaria lanuginosa",3,5,1,"HM S1 2017 3"
"S1","HM","2017","Erigeron flagellaris",1,50,25,"HM S1 2017 1"
"S1","HM","2017","Erigeron flagellaris",2,55,28,"HM S1 2017 2"
"S1","HM","2017","Erigeron subtrinervis",3,5,1,"HM S1 2017 3"
"S1","HM","2017","Hymenoxys hoopesii",2,5,1,"HM S1 2017 2"
"S1","HM","2017","Hymenoxys hoopesii",3,5,1,"HM S1 2017 3"
"S1","HM","2017","Lupinus palmeri",2,50,2,"HM S1 2017 2"
"S1","HM","2017","Lupinus palmeri",3,50,2,"HM S1 2017 3"
"S1","HM","2017","Potentilla hippiana",1,5,1,"HM S1 2017 1"
"S1","HM","2017","Potentilla hippiana",2,10,2,"HM S1 2017 2"
"S1","HM","2018","Achillea millefolium",2,50,2,"HM S1 2018 2"
"S1","HM","2018","Erigeron tracyi",1,50,38,"HM S1 2018 1"
"S1","HM","2018","Erigeron tracyi",2,50,30,"HM S1 2018 2"
"S1","HM","2018","Tragopogon pratensis",2,5,1,"HM S1 2018 2"
"S1","HM","2021","Lupinus palmeri",2,7,1,"HM S1 2021 2"
"S1","HM","2022","Erigeron spp.",1,2,3,"HM S1 2022 1"
"S1","HM","2022","Erigeron tracyi",1,3,3,"HM S1 2022 1"
"S1","HM","2022","Lupinus palmeri",1,200,14,"HM S1 2022 1"
"S1","JC","2012","Erigeron subtrinervis",1,2,2,"JC S1 2012 1"
"S1","JC","2012","Potentilla fruticosa",1,34,34,"JC S1 2012 1"
"S1","JC","2017","Campanula rotundifolia",3,50,12,"JC S1 2017 3"
"S1","JC","2017","Erigeron flagellaris",1,50,17,"JC S1 2017 1"
"S1","JC","2017","Erigeron flagellaris",2,5,4,"JC S1 2017 2"
"S1","JC","2017","Ipomopsis aggregata",2,50,2,"JC S1 2017 2"
"S1","JC","2017","Ipomopsis aggregata",3,5,1,"JC S1 2017 3"
"S1","JC","2017","Vicia pulchella",1,5,1,"JC S1 2017 1"
"S1","JC","2018","Campanula rotundifolia",1,5,5,"JC S1 2018 1"
"S1","JC","2018","Campanula rotundifolia",2,5,2,"JC S1 2018 2"
"S1","JC","2018","Eremogone fendleri",1,50,15,"JC S1 2018 1"
"S1","JC","2018","Eremogone fendleri",2,5,1,"JC S1 2018 2"
"S1","JC","2018","Erigeron speciosus",2,5,1,"JC S1 2018 2"
"S1","JC","2018","Ipomopsis aggregata",1,5,1,"JC S1 2018 1"
"S1","JC","2018","Potentilla fruticosa",1,5,1,"JC S1 2018 1"
"S1","JC","2018","Potentilla hippiana",1,50,5,"JC S1 2018 1"
"S1","JC","2021","Allium geyeri",2,1,1,"JC S1 2021 2"
"S1","JC","2021","Campanula rotundifolia",1,1,1,"JC S1 2021 1"
"S1","JC","2021","Eremogone fendleri",1,17,5,"JC S1 2021 1"
"S1","JC","2021","Eremogone fendleri",2,26,3,"JC S1 2021 2"
"S1","JC","2021","Potentilla hippiana",1,21,8,"JC S1 2021 1"
"S1","JC","2021","Potentilla hippiana",2,85,11,"JC S1 2021 2"
"S1","MM","2012","Castilleja miniata",1,1,1,"MM S1 2012 1"
"S1","MM","2012","Hymenopappus newberryi",1,33,33,"MM S1 2012 1"
"S1","MM","2017","Pennellia longifolia",3,50,1,"MM S1 2017 3"
"S1","MM","2017","Potentilla hippiana",1,5,4,"MM S1 2017 1"
"S1","MM","2017","Potentilla hippiana",2,5,4,"MM S1 2017 2"
"S1","MM","2017","Potentilla hippiana",3,50,5,"MM S1 2017 3"
"S1","MM","2018","Commelina dianthifolia",2,10,3,"MM S1 2018 2"
"S1","MM","2018","Cymopterus lemmonii",2,50,1,"MM S1 2018 2"
"S1","MM","2018","Erigeron formosissimus",2,5,1,"MM S1 2018 2"
"S1","MM","2018","Erigeron tracyi",1,50,38,"MM S1 2018 1"
"S1","MM","2018","Monardella odoratissima",2,50,1,"MM S1 2018 2"
"S1","MM","2018","Potentilla hippiana",1,50,13,"MM S1 2018 1"
"S1","MM","2021","Allium cernuum",1,1,1,"MM S1 2021 1"
"S1","MM","2021","Hymenopappus newberryi",1,3,1,"MM S1 2021 1"
"S1","MM","2021","Potentilla hippiana",1,8,4,"MM S1 2021 1"
"S1","MM","2021","Potentilla hippiana",2,15,4,"MM S1 2021 2"
"S1","MM","2022","Hymenopappus newberryi",1,3,3,"MM S1 2022 1"
"S1","MM","2022","Potentilla hippiana",1,15,27,"MM S1 2022 1"
"S1","PL","2012","Campanula rotundifolia",1,1,1,"PL S1 2012 1"
"S1","PL","2012","Cerastium nutans",1,10,10,"PL S1 2012 1"
"S1","PL","2012","Geranium viscosissimum",1,2,2,"PL S1 2012 1"
"S1","PL","2012","Hymenoxys hoopesii",1,12,12,"PL S1 2012 1"
"S1","PL","2017","Erysimum capitatum",1,5,0,"PL S1 2017 1"
"S1","PL","2018","Campanula rotundifolia",2,5,1,"PL S1 2018 2"
"S1","PL","2018","Oxalis decaphylla",1,5,4,"PL S1 2018 1"
"S1","PL","2022","Hymenoxys hoopesii",1,4,1,"PL S1 2022 1"
"S1","PL","2022","Rumex acetosella",1,50,15,"PL S1 2022 1"
"S1","RP","2018","Commelina dianthifolia",1,5,2,"RP S1 2018 1"
"S1","RP","2018","Drymaria leptophylla",1,5,4,"RP S1 2018 1"
"S1","RP","2018","Trifolium pinetorum",1,5,1,"RP S1 2018 1"
"S1","RP","2021","Trifolium pinetorum",2,47,8,"RP S1 2021 2"
"S1","RP","2022","Cerastium nutans",1,5,1,"RP S1 2022 1"
"S1","SC","2012","Cymopterus lemmonii",1,3,3,"SC S1 2012 1"
"S1","SC","2017","Campanula rotundifolia",2,5,3,"SC S1 2017 2"
"S1","SC","2017","Cymopterus lemmonii",1,50,1,"SC S1 2017 1"
"S1","SC","2017","Erigeron spp.",2,5,1,"SC S1 2017 2"
"S1","SC","2017","Erigeron subtrinervis",3,50,7,"SC S1 2017 3"
"S1","SC","2017","Erysimum capitatum",1,5,1,"SC S1 2017 1"
"S1","SC","2017","Penstemon strictus",2,5,2,"SC S1 2017 2"
"S1","SC","2017","Potentilla hippiana",2,5,1,"SC S1 2017 2"
"S1","SC","2018","Campanula rotundifolia",1,5,1,"SC S1 2018 1"
"S1","SC","2018","Castilleja miniata",2,5,1,"SC S1 2018 2"
"S1","SC","2018","Cymopterus lemmonii",2,50,1,"SC S1 2018 2"
"S1","SC","2018","Eremogone fendleri",2,5,2,"SC S1 2018 2"
"S1","SC","2018","Erigeron subtrinervis",1,5,1,"SC S1 2018 1"
"S1","SC","2018","Hymenoxys richardsonii",2,50,2,"SC S1 2018 2"
"S1","SC","2018","Penstemon pseudoparvus",1,5,1,"SC S1 2018 1"
"S1","SC","2021","Cymopterus lemmonii",1,2,2,"SC S1 2021 1"
"S1","SC","2021","Cymopterus lemmonii",2,6,4,"SC S1 2021 2"
"S1","SC","2021","Penstemon pseudoparvus",1,5,1,"SC S1 2021 1"
"S1","SC","2021","Townsendia grandiflora",2,2,2,"SC S1 2021 2"
"S1","SC","2022","Cymopterus lemmonii",1,3,2,"SC S1 2022 1"
"S1","SC","2022","Potentilla hippiana",1,7,19,"SC S1 2022 1"
"S1","SM","2017","Cymopterus lemmonii",1,50,6,"SM S1 2017 1"
"S1","SM","2018","Lupinus palmeri",1,50,4,"SM S1 2018 1"
"S1","SM","2018","Lupinus palmeri",2,50,2,"SM S1 2018 2"
"S1","SM","2021","Hesperidanthus linearifolius",2,18,1,"SM S1 2021 2"
"S1","SM","2021","Lupinus palmeri",2,15,1,"SM S1 2021 2"
"S1","SM","2021","Penstemon pseudoparvus",1,3,2,"SM S1 2021 1"
"S1","SM","2022","Hesperidanthus linearifolius",1,80,7,"SM S1 2022 1"
"S1","SM","2022","Linum lewisii",1,2,6,"SM S1 2022 1"
"S1","SS","2017","Achillea millefolium",1,50,1,"SS S1 2017 1"
"S1","SS","2017","Hymenoxys hoopesii",1,5,1,"SS S1 2017 1"
"S1","UK","2017","Taraxacum officinale",1,5,1,"UK S1 2017 1"
"S1","UK","2017","Trifolium pinetorum",1,50,2,"UK S1 2017 1"
"S1","VC","2017","Allium geyeri",1,50,2,"VC S1 2017 1"
"S2","CH","2012","Arenaria lanuginosa",1,2,2,"CH S2 2012 1"
"S2","CH","2012","Linum neomexicanum",1,8,8,"CH S2 2012 1"
"S2","CH","2017","Iris missouriensis",1,5,5,"CH S2 2017 1"
"S2","CH","2017","Psacalium decompositum",3,50,3,"CH S2 2017 3"
"S2","CH","2021","Trifolium pinetorum",1,5,1,"CH S2 2021 1"
"S2","HM","2017","Erigeron flagellaris",2,5,1,"HM S2 2017 2"
"S2","HM","2017","Hymenoxys hoopesii",1,5,5,"HM S2 2017 1"
"S2","HM","2017","Hymenoxys hoopesii",2,5,5,"HM S2 2017 2"
"S2","HM","2017","Hymenoxys hoopesii",3,50,3,"HM S2 2017 3"
"S2","HM","2017","Lupinus palmeri",1,5,1,"HM S2 2017 1"
"S2","HM","2017","Lupinus palmeri",2,5,1,"HM S2 2017 2"
"S2","HM","2017","Lupinus palmeri",3,50,1,"HM S2 2017 3"
"S2","HM","2018","Erigeron tracyi",1,50,22,"HM S2 2018 1"
"S2","HM","2018","Lupinus palmeri",1,50,1,"HM S2 2018 1"
"S2","HM","2018","Lupinus palmeri",2,50,4,"HM S2 2018 2"
"S2","HM","2021","Erigeron flagellaris",1,1,1,"HM S2 2021 1"
"S2","HM","2021","Hymenoxys hoopesii",2,1,1,"HM S2 2021 2"
"S2","HM","2022","Halenia recurva",1,5,1,"HM S2 2022 1"
"S2","HM","2022","Lupinus palmeri",1,15,1,"HM S2 2022 1"
"S2","JC","2012","Campanula rotundifolia",1,3,3,"JC S2 2012 1"
"S2","JC","2012","Eremogone fendleri",1,12,12,"JC S2 2012 1"
"S2","JC","2012","Potentilla hippiana",1,1,1,"JC S2 2012 1"
"S2","JC","2017","Achillea millefolium",2,50,2,"JC S2 2017 2"
"S2","JC","2017","Achillea millefolium",3,50,2,"JC S2 2017 3"
"S2","JC","2017","Allium geyeri",1,5,7,"JC S2 2017 1"
"S2","JC","2017","Allium geyeri",2,50,5,"JC S2 2017 2"
"S2","JC","2017","Eremogone fendleri",1,5,9,"JC S2 2017 1"
"S2","JC","2017","Eremogone fendleri",2,5,1,"JC S2 2017 2"
"S2","JC","2017","Eremogone fendleri",3,50,5,"JC S2 2017 3"
"S2","JC","2017","Erigeron flagellaris",1,5,9,"JC S2 2017 1"
"S2","JC","2017","Potentilla hippiana",2,50,4,"JC S2 2017 2"
"S2","JC","2017","Potentilla hippiana",3,50,12,"JC S2 2017 3"
"S2","JC","2017","Vicia pulchella",1,5,1,"JC S2 2017 1"
"S2","JC","2018","Campanula rotundifolia",1,5,1,"JC S2 2018 1"
"S2","JC","2018","Eremogone fendleri",2,5,1,"JC S2 2018 2"
"S2","JC","2018","Erigeron subtrinervis",2,50,4,"JC S2 2018 2"
"S2","JC","2018","Erigeron tracyi",1,50,15,"JC S2 2018 1"
"S2","JC","2018","Erigeron tracyi",2,5,1,"JC S2 2018 2"
"S2","JC","2018","Penstemon barbatus",1,5,1,"JC S2 2018 1"
"S2","JC","2018","Penstemon barbatus",2,5,1,"JC S2 2018 2"
"S2","JC","2021","Castilleja miniata",2,2,1,"JC S2 2021 2"
"S2","JC","2021","Eremogone fendleri",2,3,2,"JC S2 2021 2"
"S2","JC","2021","Erigeron subtrinervis",2,2,1,"JC S2 2021 2"
"S2","JC","2021","Linum lewisii",1,6,3,"JC S2 2021 1"
"S2","JC","2021","Linum lewisii",2,1,1,"JC S2 2021 2"
"S2","JC","2021","Potentilla hippiana",1,47,6,"JC S2 2021 1"
"S2","JC","2021","Potentilla hippiana",2,7,6,"JC S2 2021 2"
"S2","MM","2012","Androsace chamaejasme",1,14,14,"MM S2 2012 1"
"S2","MM","2012","Cerastium nutans",1,4,4,"MM S2 2012 1"
"S2","MM","2012","Erysimum capitatum",1,2,2,"MM S2 2012 1"
"S2","MM","2012","Hymenopappus newberryi",1,33,33,"MM S2 2012 1"
"S2","MM","2017","Commelina dianthifolia",3,5,1,"MM S2 2017 3"
"S2","MM","2017","Potentilla hippiana",1,5,1,"MM S2 2017 1"
"S2","MM","2018","Commelina dianthifolia",1,5,1,"MM S2 2018 1"
"S2","MM","2018","Commelina dianthifolia",2,5,3,"MM S2 2018 2"
"S2","MM","2018","Erigeron tracyi",1,50,22,"MM S2 2018 1"
"S2","MM","2018","Lupinus palmeri",1,50,1,"MM S2 2018 1"
"S2","MM","2018","Mirabilis oblongifolia",2,50,1,"MM S2 2018 2"
"S2","MM","2018","Vicia pulchella",1,5,1,"MM S2 2018 1"
"S2","MM","2018","Vicia pulchella",2,50,2,"MM S2 2018 2"
"S2","MM","2021","Erigeron speciosus",2,8,1,"MM S2 2021 2"
"S2","MM","2021","Erysimum capitatum",1,10,1,"MM S2 2021 1"
"S2","MM","2021","Vicia pulchella",1,3,1,"MM S2 2021 1"
"S2","MM","2022","Vicia pulchella",1,6,5,"MM S2 2022 1"
"S2","PL","2012","Cymopterus lemmonii",1,1,1,"PL S2 2012 1"
"S2","PL","2012","Prunella vulgaris",1,1,1,"PL S2 2012 1"
"S2","PL","2018","Dodecatheon pulchellum",1,5,3,"PL S2 2018 1"
"S2","PL","2021","Hymenoxys hoopesii",2,4,1,"PL S2 2021 2"
"S2","PL","2022","Dodecatheon pulchellum",1,1,1,"PL S2 2022 1"
"S2","RP","2022","Solidago spp.",1,6,1,"RP S2 2022 1"
"S2","SC","2012","Campanula rotundifolia",1,12,12,"SC S2 2012 1"
"S2","SC","2012","Erigeron subtrinervis",1,4,4,"SC S2 2012 1"
"S2","SC","2012","Rudbeckia hirta",1,1,1,"SC S2 2012 1"
"S2","SC","2017","Campanula rotundifolia",3,5,4,"SC S2 2017 3"
"S2","SC","2017","Cymopterus lemmonii",1,50,5,"SC S2 2017 1"
"S2","SC","2017","Cymopterus lemmonii",2,50,5,"SC S2 2017 2"
"S2","SC","2017","Erigeron subtrinervis",3,5,4,"SC S2 2017 3"
"S2","SC","2018","Campanula rotundifolia",2,5,2,"SC S2 2018 2"
"S2","SC","2018","Erigeron flagellaris",1,5,3,"SC S2 2018 1"
"S2","SC","2018","Erigeron flagellaris",2,5,1,"SC S2 2018 2"
"S2","SC","2018","Potentilla hippiana",1,50,7,"SC S2 2018 1"
"S2","SC","2018","Potentilla hippiana",2,5,5,"SC S2 2018 2"
"S2","SC","2021","Cymopterus lemmonii",2,1,1,"SC S2 2021 2"
"S2","SC","2021","Penstemon pseudoparvus",2,2,1,"SC S2 2021 2"
"S2","SC","2021","Penstemon strictus",2,10,3,"SC S2 2021 2"
"S2","SC","2022","Cymopterus lemmonii",1,2,2,"SC S2 2022 1"
"S2","SC","2022","Hymenoxys richardsonii",1,5,1,"SC S2 2022 1"
"S2","SC","2022","Potentilla hippiana",1,17,9,"SC S2 2022 1"
"S2","SM","2017","Cymopterus lemmonii",1,50,3,"SM S2 2017 1"
"S2","SM","2017","Erigeron flagellaris",1,5,3,"SM S2 2017 1"
"S2","SM","2018","Erigeron flagellaris",1,5,6,"SM S2 2018 1"
"S2","SM","2018","Erigeron tracyi",1,5,1,"SM S2 2018 1"
"S2","SM","2021","Campanula rotundifolia",1,1,1,"SM S2 2021 1"
"S2","SM","2021","Erigeron flagellaris",1,1,1,"SM S2 2021 1"
"S2","SS","2017","Achillea millefolium",1,50,1,"SS S2 2017 1"
"S2","UK","2017","Verbena hastata",1,50,2,"UK S2 2017 1"
"S2","VC","2017","Achillea millefolium",1,50,1,"VC S2 2017 1"
"S2","VC","2017","Allium geyeri",1,50,1,"VC S2 2017 1"
"S2","VC","2017","Erigeron formosissimus",1,5,4,"VC S2 2017 1"
"S3","CH","2012","Glandularia bipinnatifida",1,5,5,"CH S3 2012 1"
"S3","CH","2017","Glandularia bipinnatifida",3,5,2,"CH S3 2017 3"
"S3","CH","2017","Iris missouriensis",1,5,5,"CH S3 2017 1"
"S3","CH","2017","Psacalium decompositum",3,50,1,"CH S3 2017 3"
"S3","CH","2017","Taraxacum officinale",3,5,1,"CH S3 2017 3"
"S3","CH","2018","Drymaria leptophylla",2,50,2,"CH S3 2018 2"
